,id,name,host_id,neighbourhood_group_cleansed,zipcode,latitude,longitude,room_type,bedrooms,square_feet,price,number_of_reviews,review_scores_rating,accommodates,bathrooms,beds,host_total_listings_count
26750,12749596,Huge Private Room Near Central Park,68729536,Manhattan,10025,40.80272949003374,-73.96659653551939,Private room,1.0,,95.0,0,,3,1.0,2.0,2.0
26751,9530499,Comfy & Chic UWS Studio,8497918,Manhattan,10025,40.79796464267631,-73.96973517816873,Entire home/apt,0.0,,115.0,0,,3,1.0,1.0,1.0
26752,11724255,CENTER OF MANHATTAN! NICE COZY ROOM,61740974,Manhattan,10016,40.75035450501796,-73.98082764267082,Private room,1.0,,135.0,21,88.0,3,1.0,2.0,3.0
26753,11643472,Fantastic area!Center of Manhattan!,61740974,Manhattan,10016,40.74910086110136,-73.97878786323076,Entire home/apt,1.0,,220.0,8,70.0,5,1.0,3.0,3.0
26754,11701006,NICE COZY ROOM! CENTER OF MANHATTAN,61740974,Manhattan,10016,40.75009246345535,-73.9784994800926,Private room,1.0,,135.0,16,80.0,2,1.0,1.0,3.0
26755,10914578,Studio  on UES,56453987,Manhattan,10021,40.76797702650625,-73.96113956632232,Entire home/apt,0.0,,75.0,0,,2,1.0,1.0,1.0
26756,3654510,"Sunny, spacious room in 3BR apt",7920086,Manhattan,10029,40.786977773326676,-73.94400357320326,Private room,1.0,,75.0,11,80.0,1,1.0,1.0,2.0
26757,4890335,Spacious Rm in 3br apt-private bath,7920086,Manhattan,10029,40.786151662065656,-73.94295065106897,Private room,1.0,,60.0,1,100.0,2,1.0,1.0,2.0
26758,12225271,TIME SQUARE  BRIGHT ROOM,65760855,Manhattan,10036,40.75755403759321,-73.99224625926097,Private room,1.0,,60.0,16,86.0,1,1.0,1.0,1.0
26759,297698,The Brick Boudoir (in Chelsea),891184,Manhattan,10011,40.73970727752953,-74.00037964714652,Entire home/apt,1.0,,175.0,96,95.0,2,1.0,1.0,1.0
26760,4885240,2BR Entire Floor Apt in Flatiron,210602,Manhattan,10010,40.739317512815646,-73.99031576450982,Entire home/apt,2.0,,300.0,0,,4,1.0,2.0,1.0
26764,770514,"Studio in FlatIron, NYC !! ",4064804,Manhattan,10010,40.739968155380495,-73.98789368900917,Entire home/apt,1.0,,195.0,1,80.0,2,1.0,1.0,1.0
26765,10390256,East Village Apartment,3078092,Manhattan,10009,40.731440344272414,-73.98354704775184,Private room,1.0,,75.0,0,,2,1.0,1.0,1.0
26767,7899881,Upper East Side Comfortable Studio,26706093,Manhattan,10028,40.77738746057568,-73.95292510041992,Entire home/apt,0.0,,150.0,3,93.0,4,1.0,2.0,1.0
26768,843499,Large sunny room 10 min to Midtown!,350553,Manhattan,10027,40.812898065895936,-73.95213175684688,Private room,1.0,,80.0,4,65.0,2,1.0,1.0,2.0
26769,9341671,2BR apt 10 min to Midtown!,350553,Manhattan,10027,40.812927486516706,-73.951905487454,Entire home/apt,2.0,,300.0,0,,4,1.0,3.0,2.0
26770,12618467,THE BEAUTY Harlem 1 BED by SUBWAY,13183346,Manhattan,10030,40.821828488986725,-73.94458707030351,Entire home/apt,1.0,,165.0,10,98.0,2,1.0,1.0,1.0
26773,9098160,"Greenwich Village Charm, One block to NYU",23193,Manhattan,10012,40.73056039642388,-74.00103167965034,Private room,1.0,,90.0,8,100.0,2,1.0,1.0,4.0
26774,9604772,Greenwich Village Charm,23193,Manhattan,10012,40.73059920337364,-74.00018180210255,Private room,1.0,,75.0,3,100.0,2,1.0,1.0,4.0
26775,2263756,Unique Studio Gem with Park View,10830347,Manhattan,10040,40.861099349155054,-73.93502522480479,Entire home/apt,0.0,,85.0,6,95.0,2,1.0,1.0,1.0
26782,5105989,large private bedroom in gramercy!,21938150,Manhattan,10010,40.737291832246704,-73.98296784321076,Private room,1.0,,99.0,41,91.0,2,1.0,1.0,2.0
26783,4484212,King size bed -Private bdrm,21938150,Manhattan,10010,40.73730096969929,-73.98392470841794,Private room,1.0,,250.0,4,100.0,3,1.0,1.0,2.0
26784,9079483,"Quiet, cozy uptown apartment",47349931,Manhattan,10040,40.855458178765566,-73.93192083383789,Private room,1.0,,85.0,0,,2,1.0,2.0,1.0
26787,6799895,[301] 5 min WALK to Times Square,35524316,Manhattan,10036,40.761461218391865,-73.99109212197659,Private room,1.0,,155.0,71,93.0,2,1.0,1.0,11.0
26788,6800277,[307] 5 min WALK to Times Square,35524316,Manhattan,10036,40.761848472443454,-73.99126171541799,Private room,1.0,,155.0,63,95.0,2,1.0,1.0,11.0
26789,6799957,[303] 5 min WALK to Times Square,35524316,Manhattan,10036,40.759874591927186,-73.99056044563972,Private room,1.0,,155.0,64,93.0,2,1.0,1.0,11.0
26790,6799932,[302] 5 min WALK to Times Square,35524316,Manhattan,10036,40.760150740909204,-73.99085847528333,Private room,1.0,,155.0,59,95.0,2,1.0,1.0,11.0
26791,6799692,[206] 5 min WALK to Times Square,35524316,Manhattan,10036,40.761804944487295,-73.99093438508419,Private room,1.0,,240.0,63,91.0,5,1.0,2.0,11.0
26792,6799999,[305] 5 min WALK to Times Square!,35524316,Manhattan,10036,40.760362966545294,-73.99072734278677,Private room,1.0,,165.0,51,93.0,2,1.0,1.0,11.0
26793,6795568,[203] 5 min WALK to Times Square,35524316,Manhattan,10036,40.761403918737386,-73.98954322983141,Private room,1.0,,155.0,64,89.0,2,1.0,1.0,11.0
26794,6787310,[205] 5 min WALK to Times Square,35524316,Manhattan,10036,40.760440334840155,-73.98902998329956,Private room,1.0,,210.0,63,95.0,4,1.0,2.0,11.0
26795,6786761,[202] 5 min WALK to Times Square!,35524316,Manhattan,10036,40.76037149375529,-73.99083526227537,Private room,1.0,,155.0,58,89.0,2,1.0,1.0,11.0
26796,8088779,[201] 5 min WALK to Times Square,35524316,Manhattan,10036,40.7598945025575,-73.98900284265005,Private room,1.0,,250.0,25,91.0,4,1.0,2.0,11.0
26797,6799814,[306] 5 min WALK to Times Square,35524316,Manhattan,10036,40.76207311537364,-73.98944684722456,Private room,1.0,,235.0,46,93.0,4,1.0,2.0,11.0
26798,6326959,Unique 1BR near Columbia Medical,16152105,Manhattan,10033,40.85309612789509,-73.9409081356406,Entire home/apt,1.0,,125.0,5,92.0,2,1.0,1.0,1.0
26799,10009762,Amazing Master Suite- Prime Chelsea,24862310,Manhattan,10011,40.7445107862498,-73.99259360236408,Private room,1.0,,215.0,0,,2,1.0,1.0,1.0
26800,2919081,Spacious Apt By UN & Grand Central,6904156,Manhattan,10016,40.74799249036721,-73.97434856649923,Entire home/apt,1.0,,199.0,15,97.0,2,1.0,1.0,1.0
26801,13106158,Your Apartment in beautiful Soho,20212516,Manhattan,10012,40.72475889293946,-73.99491414519731,Entire home/apt,1.0,,189.0,13,82.0,2,1.0,1.0,3.0
26802,15870560,Soho comfy couch bed,20212516,Manhattan,10012,40.72374392250861,-73.99468908766185,Shared room,1.0,,62.0,1,100.0,1,1.0,1.0,3.0
26803,15630529,"Awesome location, Soho in Manhattan",20212516,Manhattan,,40.72299448558042,-73.99431574892353,Private room,1.0,,79.0,2,80.0,1,1.0,1.0,3.0
26804,690849,East Village Artist's Studio,284224,Manhattan,10009,40.729121187745854,-73.98354908613034,Entire home/apt,1.0,,95.0,16,91.0,2,,,1.0
26805,11045529,Centrally located Midtown 1BR,57322543,Manhattan,10019,40.763548698463545,-73.99390627500118,Entire home/apt,1.0,,150.0,11,98.0,2,1.0,1.0,1.0
26806,3705495,Cool Studio in Top Midtown Location,4234733,Manhattan,10036,40.76062506553213,-73.99218512669002,Entire home/apt,0.0,,185.0,15,94.0,2,1.0,2.0,1.0
26808,10249075,Nice comfy pad near Times Square,36494040,Manhattan,10036,40.76090068749823,-73.9940478612607,Entire home/apt,1.0,,250.0,0,,2,1.0,1.0,1.0
26811,12225171,Private room in a Prime location!!,10110998,Manhattan,10022,40.75907105273643,-73.96882028116286,Private room,1.0,,50.0,0,,1,1.0,1.0,1.0
26812,1826701,Just like home & more in Rm #2,6632440,Manhattan,10031,40.82557339732453,-73.95514006198017,Private room,1.0,,65.0,5,96.0,2,2.0,1.0,2.0
26813,1215122,Rm #1 River view Hamilton Heights,6632440,Manhattan,10031,40.823925047911686,-73.95308479390982,Private room,1.0,,95.0,2,100.0,2,1.0,1.0,2.0
26814,14715534,Great one bedroom in Murray Hill- Midtown East,91575979,Manhattan,10016,40.7485138967802,-73.97549954489261,Entire home/apt,1.0,,150.0,8,100.0,2,1.0,1.0,1.0
26818,14322310,Comfortable Master Bedroom in Flatiron Loft,652872,Manhattan,10011,40.74337679673162,-73.99451387266774,Private room,1.0,,95.0,3,100.0,2,1.0,1.0,1.0
26826,1475084,"Fun LES 1br, close to everything!",7895068,Manhattan,10002,40.71608415019718,-73.98961525727424,Entire home/apt,1.0,,179.0,100,87.0,2,1.0,1.0,1.0
26827,15237684,Spacious Private Room on UWS,14736961,Manhattan,10025,40.79646984439112,-73.97158670215265,Private room,1.0,,80.0,1,100.0,2,1.0,1.0,1.0
26829,15237666,Studio nestled between Greenwich and West Village,52887611,Manhattan,10011,40.73470360179893,-73.99732609406088,Entire home/apt,0.0,,200.0,3,100.0,2,1.0,1.0,1.0
26830,10032560,Modern & Chic UES Studio,39945901,Manhattan,10029,40.788657231066274,-73.94941070774789,Entire home/apt,1.0,,200.0,10,94.0,3,1.0,1.0,1.0
26836,4309079,Simple Room in Apartment With Views,22367030,Manhattan,10003,40.726032783114185,-73.98897305098488,Private room,1.0,,128.0,12,89.0,2,1.0,1.0,1.0
26838,8684042,Lovely 1-BDR Apt near Columbia!,38874600,Manhattan,10025,40.80539622662985,-73.96308901607097,Entire home/apt,1.0,,170.0,3,100.0,4,1.0,2.0,1.0
26839,9732612,LARGE TRIBECA LOFT WITH ROOF DECK,33624354,Manhattan,10013,40.72116596344886,-74.00592369869655,Entire home/apt,1.0,,250.0,1,,3,1.0,1.0,1.0
26844,3310042,Modern UWS 1BR 1 Block Central Park,373587,Manhattan,10025,40.79130136900507,-73.96784141260058,Entire home/apt,1.0,,265.0,62,96.0,4,1.0,1.0,1.0
26847,4614905,Cozy Greenwich Village Studio,5270217,Manhattan,10011,40.73075592262846,-73.99941870685338,Entire home/apt,0.0,,150.0,26,92.0,2,1.0,1.0,1.0
26848,14320099,Spacious Bright Room Manhattan 32nd & 5th/Madison,87588590,Manhattan,10016,40.74746359476345,-73.9853741418468,Private room,1.0,,107.0,6,97.0,2,1.0,1.0,1.0
26850,8815050,PRIME LOCATION - DESIGNER 3 BED,4204562,Manhattan,10014,40.73458206000221,-74.00090442099294,Entire home/apt,3.0,,550.0,17,94.0,7,1.0,4.0,3.0
26851,4227499,Cozy Home w/Private Garden&Hot Tub!,2811458,Manhattan,10011,40.747239842586005,-74.00354521739513,Entire home/apt,2.0,,395.0,55,97.0,7,1.0,3.0,1.0
26852,9339334,"Spacious, top-floor 1BR on the UWS",3681088,Manhattan,10023,40.780186560422614,-73.98131668007159,Entire home/apt,1.0,,220.0,1,100.0,4,1.0,1.0,1.0
26854,8625398,Midtown Luxury 1BR Apt - 39th & Lex,45367019,Manhattan,10016,40.7509739983847,-73.97865316727645,Entire home/apt,1.0,,210.0,2,100.0,2,1.0,1.0,1.0
26855,11505981,Sunny Manhattan Studio - perfect for couples,60615372,Manhattan,10128,40.78222129099164,-73.94725427848078,Entire home/apt,0.0,,135.0,13,94.0,2,1.0,1.0,1.0
26856,7236337,Lower East Side apartment!,8298333,Manhattan,10002,40.72009615904243,-73.99028931607234,Entire home/apt,1.0,,175.0,37,94.0,2,1.0,1.0,1.0
26860,8290724,Sunny Greenwich Village 1BR Apt!,2857722,Manhattan,10011,40.73434696980864,-73.9990288820535,Entire home/apt,1.0,,230.0,7,100.0,3,1.0,2.0,1.0
26861,13140389,Cozy and Neat Pre-War Apartment,65239989,Manhattan,10026,40.80335103622434,-73.9561422885098,Private room,1.0,,70.0,0,,2,1.0,1.0,1.0
26863,5144979,Newly Renovated Soho Loft,12115582,Manhattan,10012,40.724088320654786,-74.00259819749584,Entire home/apt,2.0,,800.0,50,99.0,6,2.0,2.0,1.0
26868,2130315,"Cozy,private room along the river 2",1400602,Manhattan,10044,40.76220544930071,-73.94854676162176,Private room,1.0,,75.0,47,91.0,2,1.0,1.0,1.0
26869,33156,"Sunny, clean Zen Studio pr.Bath UWS",128669,Manhattan,10024,40.788485285125354,-73.96882645372341,Entire home/apt,0.0,,142.0,19,100.0,2,1.0,1.0,3.0
26871,14320020,Lofted apartment with private backyard in EV,37451160,Manhattan,10003,40.72842772082729,-73.98833320886963,Private room,1.0,,150.0,0,,2,1.0,1.0,1.0
26872,14057870,Unobstructed City Views,16295978,Manhattan,10037,40.81507093498865,-73.9374086563223,Private room,1.0,,110.0,0,,1,1.5,1.0,1.0
26878,3047757,Beautiful Apartment LES 2BR,15518085,Manhattan,10002,40.72248856093233,-73.98700802853479,Entire home/apt,2.0,,149.0,59,93.0,4,1.0,2.0,2.0
26879,3143311,Lower Eastside - Perfect Room,15518085,Manhattan,10002,40.71973318026893,-73.98992634734422,Private room,1.0,,110.0,2,100.0,2,1.0,1.0,2.0
26880,13009244,"Real 1-BR Home in West Village, Central yet Quiet!",10458139,Manhattan,10011,40.737989609963115,-74.00073825216704,Entire home/apt,1.0,,180.0,8,93.0,3,1.0,1.0,1.0
26883,5144917,Upper West Side Cozy Bedsit Studio,26598737,Manhattan,10025,40.794202854685956,-73.9747736457449,Entire home/apt,0.0,,92.0,2,90.0,2,1.0,1.0,1.0
26884,13533524,Times Sqaure 2 Bedrooms Apartment,59525457,Manhattan,10018,40.752176229373525,-73.98411545247146,Entire home/apt,2.0,,285.0,3,60.0,5,1.0,2.0,1.0
26887,33071,Beautiful Lower East Side Ap,143388,Manhattan,10002,40.71779992139157,-73.98633246919876,Entire home/apt,1.0,,99.0,57,84.0,2,1.0,3.0,1.0
26888,15499593,Best Room! Madison Square  Garden,99551706,Manhattan,10001,40.750468944021904,-73.99617999503184,Private room,1.0,,85.0,2,20.0,2,1.0,1.0,1.0
26889,9863488,"Futon at quiet apt - Central Park, Weill Cornell",33458312,Manhattan,10021,40.767553898689386,-73.95529580710813,Shared room,1.0,,70.0,1,100.0,2,1.0,1.0,1.0
26892,8547039,Cozy & Chic Gramercy Bedroom,5579199,Manhattan,10003,40.733923555489376,-73.98394989886043,Private room,1.0,,160.0,0,,2,1.0,1.0,1.0
26893,3703091,A Riverside gem!,18876604,Manhattan,10031,40.8205328190364,-73.95643820948698,Private room,1.0,,50.0,8,91.0,2,1.5,1.0,1.0
26895,6586663,Charming Studio in the LES,34453577,Manhattan,10002,40.7210141462469,-73.98904555156341,Entire home/apt,1.0,,130.0,38,94.0,2,1.0,1.0,1.0
26899,2130220,Clean private bedroom in Manhattan,10867740,Manhattan,10026,40.80275173747664,-73.95622718687473,Private room,1.0,,70.0,3,98.0,2,1.0,1.0,1.0
26902,13879850,Entire 2 bedroom apartment in LES,6465781,Manhattan,10002,40.712577752387794,-73.99560664552551,Entire home/apt,2.0,,179.0,0,,4,1.0,2.0,3.0
26903,13878836,1 Small BR in 2 BR apt Hidden Gem in LES,6465781,Manhattan,10002,40.712366098078974,-73.99687348295389,Private room,1.0,,65.0,6,87.0,1,1.0,1.0,3.0
26904,13271323,Hidden Gem in LES- Small Room in 2 BR apt,6465781,Manhattan,10002,40.71269904457616,-73.99583763368727,Private room,1.0,,65.0,13,94.0,2,1.0,1.0,3.0
26905,5207973,Bright 2BD in East Village,26942242,Manhattan,10003,40.72949869708898,-73.98623218448874,Entire home/apt,2.0,,230.0,1,,4,1.0,2.0,1.0
26906,13926672,Apartment in the Heart of Chelsea!,36488212,Manhattan,10011,40.7404124182918,-73.99568240768406,Private room,1.0,,125.0,1,,2,1.0,1.0,1.0
26911,6758849,UPPER EAST SIDE 5BR/4BA GARDEN APT,35384978,Manhattan,10028,40.77635077333981,-73.9481258628592,Entire home/apt,5.0,,1125.0,17,95.0,14,4.0,8.0,2.0
26912,13140220,RARE UES APT W/PRIV STREET ENTRANCE,35384978,Manhattan,10028,40.77504316177027,-73.94944953675991,Private room,1.0,,149.0,13,94.0,3,1.0,2.0,2.0
26913,15237360,Gorgeous Beauty On Central Park!,96195155,Manhattan,10026,40.79945782710159,-73.95371614931709,Entire home/apt,2.0,,375.0,11,78.0,8,1.0,4.0,1.0
26914,15237361,2 Bedroom Bohemian Apt - Heart of East Village!,21939425,Manhattan,,40.73072066122744,-73.98259405486931,Entire home/apt,2.0,,202.0,7,89.0,5,1.0,3.0,1.0
26916,7897312,Huge 5 BR on UES with Private Patio,31985662,Manhattan,10128,40.77691050725253,-73.94768262502923,Entire home/apt,5.0,,600.0,38,94.0,12,2.5,6.0,3.0
26920,7897307,Charming Historic Village 2Bdrm Apt,41638137,Manhattan,10012,40.72987831393888,-74.00211602356599,Entire home/apt,2.0,,265.0,33,90.0,5,1.0,2.0,1.0
26923,15984822,Affordable and clean stay by Central Park,99778379,Manhattan,10029,40.79523415930167,-73.94762486028137,Shared room,1.0,,35.0,2,90.0,1,1.0,1.0,8.0
26924,15549544,Super Cool Stay by Central Park,99778379,Manhattan,10029,40.79491361495327,-73.94826638553623,Shared room,1.0,,38.0,11,89.0,1,1.0,1.0,8.0
26925,15547397,Splendid bed by Central Park,99778379,Manhattan,10029,40.794485522988595,-73.94753460557192,Shared room,1.0,,35.0,15,92.0,1,1.0,1.0,8.0
26926,15553947,Fabulous bed by Central Park,99778379,Manhattan,10029,40.79491574697335,-73.94846952703975,Shared room,1.0,,37.0,10,88.0,1,1.0,1.0,8.0
26927,15782857,Clean and safe stay by Central Park,99778379,Manhattan,10029,40.796520525521814,-73.94913390641375,Shared room,1.0,,39.0,6,90.0,1,1.0,1.0,8.0
26928,15583168,Cozy Bed in Founder House,99778379,Manhattan,10029,40.79397851496239,-73.94930304826951,Shared room,1.0,,39.0,10,94.0,1,1.0,1.0,8.0
26929,15700951,Adorable bed in Founder House,99778379,Manhattan,10029,40.796399784272225,-73.94919188107873,Shared room,1.0,,42.0,6,83.0,1,1.0,1.0,8.0
26930,15630557,Central Park Charming Bed,99778379,Manhattan,10029,40.79582026266775,-73.94798827671077,Shared room,1.0,,39.0,11,89.0,1,1.0,1.0,8.0
26931,13541140,One bedroom in downtown Manhattan,77900700,Manhattan,10038,40.707754972430415,-74.00643836193142,Private room,1.0,,50.0,0,,2,1.0,1.0,2.0
26932,14057692,Downtown Manhattan apartment,77900700,Manhattan,10038,40.709339309518406,-74.00670296050603,Entire home/apt,2.0,,200.0,0,,5,1.0,4.0,2.0
26933,11584535,One Bedroom Condo,61250958,Manhattan,10026,40.80024848892136,-73.9597440801852,Entire home/apt,1.0,,200.0,7,94.0,3,1.0,1.0,1.0
26934,9339092,"Beautiful, Up.Manhattan, 30 min to 42 St by subway",16839682,Manhattan,10034,40.870996127475976,-73.92031687078541,Private room,1.0,,88.0,6,100.0,2,1.0,2.0,1.0
26935,14712227,Private Room in cozy Harlem 2bd - Gym/Laundry/ABDC,57549559,Manhattan,10039,40.822558466289365,-73.93901139876144,Private room,1.0,,120.0,6,88.0,2,1.0,1.0,1.0
26936,15067962,Loft bed Heart of NYC,88996014,Manhattan,10016,40.7412181702876,-73.97929448485633,Shared room,1.0,,88.0,4,100.0,1,0.0,1.0,2.0
26937,14450077,Gramercy/Union Square Pre-War Gem,88996014,Manhattan,10016,40.7421168381508,-73.98074349185983,Entire home/apt,0.0,,210.0,3,100.0,2,1.0,2.0,2.0
26942,11182620,"Peaceful, Family-friendly, Upper Manhattan Flat",32017952,Manhattan,10034,40.867926988241436,-73.92505432775997,Entire home/apt,1.0,,135.0,19,91.0,4,1.0,2.0,3.0
26943,11183391,"Cozy, Quiet NYC landing pad",32017952,Manhattan,10034,40.86859475252373,-73.92336262123487,Shared room,1.0,,40.0,11,96.0,2,1.0,1.0,3.0
26944,11304341,Upper Manhattan King Private Room,32017952,Manhattan,10034,40.86864349674177,-73.92281375016876,Private room,1.0,,65.0,2,100.0,4,1.0,2.0,3.0
26950,14187914,Center of Manhattan !,86005581,Manhattan,10019,40.76415612342621,-73.98079677319514,Private room,1.0,,145.0,7,91.0,2,1.0,1.0,1.0
26951,10648971,Large Modern 1 BR on UpperWestSide,10489069,Manhattan,10025,40.79885678785229,-73.96157371270432,Entire home/apt,1.0,,132.0,0,,2,1.0,1.0,1.0
26952,11304325,West Village 2 Br,59095370,Manhattan,10014,40.733134556708656,-74.00335871737602,Entire home/apt,2.0,,250.0,1,,5,1.0,2.0,1.0
26953,13794689,Great NYC apt by CENTRAL PARK!,4508140,Manhattan,10025,40.7942553486294,-73.96413718516129,Entire home/apt,0.0,,150.0,3,80.0,2,1.0,1.0,1.0
26954,8830869,Vintage 1 bdrm in heart of Chelsea,12650081,Manhattan,10011,40.7428446619983,-73.99504642135446,Entire home/apt,1.0,,190.0,15,99.0,2,1.0,1.0,1.0
26956,294250,Beautiful New Garden Apartment ,45682,Manhattan,10023,40.77611281239136,-73.97807826945453,Entire home/apt,1.0,,150.0,61,95.0,4,1.0,2.0,1.0
26958,6844637,L.E.S PLAYHOUSE (2 bedroom),35864249,Manhattan,10002,40.7179678264101,-73.9899932382399,Entire home/apt,2.0,,125.0,2,80.0,5,1.0,2.0,1.0
26959,2260342,SuperBowl Week rental spacious apt.,2694830,Manhattan,10025,40.79262329051324,-73.96987953581679,Entire home/apt,2.0,,600.0,0,,5,1.5,2.0,1.0
26964,15498606,Fabulous Flatiron 1BR,8677444,Manhattan,10010,40.73885774680343,-73.97943431719149,Entire home/apt,1.0,,200.0,0,,2,1.0,1.0,1.0
26966,5406041,Mod 3 BR duplex-East Village,27974744,Manhattan,10009,40.72755396824211,-73.97875886365557,Private room,1.0,,100.0,40,98.0,2,2.0,1.0,2.0
26969,15629659,Spacious Private Room Manhattan,13641377,Manhattan,10032,40.845707208829886,-73.9400724411324,Private room,1.0,,60.0,1,100.0,2,1.0,2.0,1.0
26970,9238378,Fully furnished Room/ Female Only-Luxury Building,26592858,Manhattan,10016,40.743815464574816,-73.97199770621597,Private room,1.0,,96.0,0,,1,1.0,1.0,10.0
26971,5143896,"Room in 3br 2 ba- doorman, Gym & Laundry-Females",26592858,Manhattan,,40.74564338973885,-73.97658267005421,Private room,1.0,,126.0,0,,1,2.0,1.0,10.0
26973,9207124,West 57th Street by Hilton Club,25798603,Manhattan,10019,40.76330568451413,-73.97911420340927,Private room,1.0,,300.0,0,,2,1.0,1.0,1.0
26974,3571021,Columbus Circle // Private Room,12063143,Manhattan,10019,40.77020488279907,-73.98729534503337,Private room,1.0,,90.0,6,73.0,2,1.0,1.0,1.0
26978,6449718,Sunny Bohemian Tasteful East Harlem,33675739,Manhattan,10029,40.792758765010774,-73.93853567666612,Private room,1.0,,100.0,20,92.0,2,1.0,1.0,1.0
26980,13265459,Sunny 1 bedroom right next to express A!,40863393,Manhattan,10033,40.851766698680905,-73.9365161337719,Entire home/apt,1.0,,110.0,3,60.0,5,1.0,2.0,1.0
26983,7241020,Spacious & Bright Artist Retreat,6697833,Manhattan,10040,40.854871697747285,-73.93777080542378,Entire home/apt,2.0,,115.0,2,100.0,4,1.0,2.0,1.0
26984,15236407,Elegant And Cozy W Village Gem,11079212,Manhattan,10014,40.737073728850866,-74.00316370677237,Private room,1.0,,325.0,1,100.0,2,1.0,1.0,1.0
26988,819893,CONVENIENT NICE ROOM IN NYC,4299040,Manhattan,10031,40.822333933488075,-73.95568379056253,Private room,1.0,,75.0,18,88.0,1,1.0,1.0,4.0
26989,819228,THE PRETTY 2 CLOSET ROOM :),4299040,Manhattan,10031,40.821726712572456,-73.95547626696302,Private room,1.0,,75.0,13,88.0,2,1.0,1.0,4.0
26990,818518,THE PRETTY FIRESCAPE ROOM :),4299040,Manhattan,10031,40.822377314891575,-73.95533674745636,Private room,1.0,,75.0,19,87.0,2,1.0,1.0,4.0
26991,818481,THE PRETTY KEYBOARD ROOM :),4299040,Manhattan,10031,40.822583493063696,-73.95418029571933,Private room,1.0,,75.0,20,88.0,2,1.0,1.0,4.0
26992,2260274,SUPER LOCATION 4 SUPER BOWL WKEND!!,11542120,Manhattan,10011,40.735318760677536,-73.99472664689462,Private room,1.0,,1250.0,0,,2,1.0,1.0,1.0
26996,13794590,Comfy Queen Bed in Harlem,81080113,Manhattan,10030,40.818932282288735,-73.94117706312659,Private room,1.0,,90.0,0,,2,1.0,1.0,1.0
27001,2561229,MIDTOWN! Large Private Apartment,6194487,Manhattan,10022,40.75912128626451,-73.96988160593658,Entire home/apt,1.0,,99.0,157,91.0,4,1.0,2.0,6.0
27005,5858413,West Village Room Hudson River view,26812573,Manhattan,10014,40.73356373130847,-74.00878425519821,Private room,1.0,,110.0,14,85.0,2,1.0,1.0,4.0
27006,10434573,Amazing view of the Jersey skyline,26812573,Manhattan,10014,40.73384590738944,-74.01011154498165,Private room,1.0,,130.0,0,,2,1.0,1.0,4.0
27007,5183931,West Village Beautiful Room & View,26812573,Manhattan,10014,40.733126196692865,-74.00899518600488,Private room,1.0,,130.0,24,87.0,2,1.0,1.0,4.0
27008,5536998,West Village Modern 3 Bedroom Apt.,26812573,Manhattan,10014,40.73325969275856,-74.00896515013609,Entire home/apt,1.0,,400.0,42,89.0,8,1.0,3.0,4.0
27009,4884601,1BD UWS Apt. 1 block from C. Park,12417880,Manhattan,10025,40.79527392546021,-73.9648587654177,Entire home/apt,1.0,,225.0,0,,2,1.0,1.0,1.0
27010,7637112,Wyndham Vacation Resorts Condos,40068023,Manhattan,10017,40.752189934481,-73.9713251665507,Entire home/apt,1.0,,400.0,0,,4,1.0,2.0,1.0
27011,12093559,Cozy studio in Hamilton Heights,5869629,Manhattan,10031,40.828191874249335,-73.94984493076316,Entire home/apt,0.0,,85.0,3,87.0,2,1.0,1.0,1.0
27012,6588522,Luxury Gramercy loft w/huge terrace,4366982,Manhattan,10010,40.73701363745909,-73.98349420194783,Entire home/apt,1.0,,390.0,9,89.0,2,1.0,1.0,1.0
27015,9734232,Comfy room for an NYC vacation!,25646471,Manhattan,10032,40.83222130062134,-73.94318565940564,Private room,1.0,,88.0,2,80.0,2,1.0,1.0,1.0
27022,15248542,Quiet East Village Bedroom,31401398,Manhattan,10003,40.725919238868826,-73.9905096839808,Private room,1.0,,100.0,2,100.0,1,1.0,1.0,2.0
27023,10389573,Couch in East Village Apartment,31401398,Manhattan,10003,40.72633774346772,-73.98946900793806,Shared room,1.0,,75.0,10,100.0,1,1.0,1.0,2.0
27025,7243832,"Charming studio, large open space.",899398,Manhattan,10001,40.74783036827896,-74.00426173612134,Entire home/apt,0.0,,295.0,11,76.0,3,1.0,1.0,1.0
27027,7637047,Beautiful Studio on Park Avenue,15090552,Manhattan,10016,40.74558794087184,-73.98325233911326,Entire home/apt,0.0,,175.0,1,100.0,2,1.0,1.0,1.0
27028,14059574,Blocks from TIMES SQUARE! 1bd/1ba,23988018,Manhattan,10019,40.764517775738796,-73.98562327241585,Entire home/apt,1.0,,275.0,3,80.0,2,1.0,1.0,1.0
27029,11438124,NYC Loft - Walk to Times Square!!,60105727,Manhattan,10011,40.744424853137744,-74.00038235455179,Entire home/apt,0.0,,140.0,31,88.0,2,1.0,1.0,1.0
27031,10688178,Cozy  Sublet in East Harlem,55219864,Manhattan,10029,40.79815011971558,-73.9427760690379,Private room,1.0,,75.0,19,98.0,2,1.0,1.0,1.0
27034,9865262,Sunny 3 bedroom LES apartment,50772475,Manhattan,10002,40.7200998659331,-73.98983981591863,Entire home/apt,3.0,,300.0,1,,6,1.5,3.0,1.0
27036,13753466,Cosy 1 bedroom in Upper East 75th,3379739,Manhattan,10021,40.77145385080051,-73.95671580256344,Entire home/apt,1.0,,175.0,3,93.0,4,1.0,2.0,6.0
